Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
1/16/2021 21:12,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:12,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:13,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:13,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:13,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:13,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:13,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:13,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:13,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:13,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:13,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:13,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:13,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:13,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:13,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:13,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:14,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:14,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:14,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:14,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:14,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:14,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:14,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:14,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:14,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:14,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:14,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:14,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:15,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:15,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:15,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:15,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:15,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:15,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:15,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:15,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:15,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:15,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:15,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:15,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:15,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:15,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:16,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:16,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:16,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:16,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:17,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:17,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:17,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:17,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:17,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:17,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:17,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:17,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:17,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:18,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:18,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:18,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:18,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:18,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:18,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:18,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:18,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:18,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:18,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:18,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:18,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:18,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:18,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:18,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:19,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:19,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:19,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:19,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:19,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:19,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:19,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:19,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:19,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:19,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:19,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:19,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:19,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:20,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:20,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:20,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:20,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:20,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:20,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:20,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:20,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:20,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:20,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:20,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:20,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:20,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/16/2021 21:21,4th year,Good,77,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,No,8
1/16/2021 21:21,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:21,4th year,Very bad,5,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,6
1/16/2021 21:21,4th year,Bad,15,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,5
1/16/2021 21:21,4th year,Bad,11,Female,23,Home,Single,Yes,3,Bad,No,No,No,Family,No,No,Yes,Yes,No,4
1/16/2021 21:21,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/16/2021 21:21,4th year,Good,70,Female,23,Home,Single,Yes,3,Normal,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,8
1/16/2021 21:21,4th year,Very good,90,Female,23,Park,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,8
1/16/2021 21:21,4th year,Good,77,Female,23,Park,Single,Yes,3,Good,No,No,Yes,Family,No,No,Yes,No,Yes,7
1/16/2021 21:21,4th year,Good,66,Female,23,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
1/22/2021 15:01,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:02,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:03,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:04,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:05,4th year,Normal,50,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,No,Yes,Yes,No,No,8
1/22/2021 15:06,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:07,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:09,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:10,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:12,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:13,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:13,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:13,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:13,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:13,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:13,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:13,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:13,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:14,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:14,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:14,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:14,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:14,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:14,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:14,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:14,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:14,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:14,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:14,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:14,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:14,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:14,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:15,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:15,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:15,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:15,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:15,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:15,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:15,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:15,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:15,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:15,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:16,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:16,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:16,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:16,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:16,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:16,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:16,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:16,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:16,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:16,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:16,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:16,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:17,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:17,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:17,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:17,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:17,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:17,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:17,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:17,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:17,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:17,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:17,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:17,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:17,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:18,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:18,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:18,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:18,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:18,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:18,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:18,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:18,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:18,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:18,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:18,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:19,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:19,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:19,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:19,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:19,4th year,Normal,55,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/22/2021 15:19,4th year,Normal,59,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/22/2021 15:19,4th year,Normal,60,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:19,4th year,Good,80,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,No,No,8
1/22/2021 15:19,4th year,Good,70,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Yes,No,No,9
1/22/2021 15:19,4th year,Good,75,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:19,4th year,Good,65,Female,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,6
1/22/2021 15:19,4th year,Good,68,Female,23,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
